lot_id,ferme_id,coop_id,variete,grade,certification,date_creation
3099,890,105,Forastero,Standard,Bio,2025-04-14
3100,10613,117,Trinitario,Standard,Fairtrade,2025-09-10
3101,7823,106,Forastero,Standard,Rainforest Alliance,2024-10-23
3102,5036,38,Forastero,Standard,Aucune,2023-04-10
3103,2541,66,Forastero,Standard,Fairtrade,2025-01-04
3104,7840,33,Trinitario,Standard,Rainforest Alliance,2025-05-17
3105,4787,7,Forastero,Standard,Rainforest Alliance,2025-04-10
3106,10438,47,Forastero,Standard,Aucune,2023-07-25
3107,10770,109,Forastero,Standard,Bio,2023-11-01
3108,5737,62,Forastero,Standard,Aucune,2025-11-23
3109,3008,1,Forastero,Standard,Aucune,2024-01-14
3110,5770,112,Forastero,Standard,Aucune,2025-08-06
3111,8855,113,Trinitario,Premium,UTZ,2025-11-08
3112,4979,95,Forastero,Standard,UTZ,2024-11-02
3113,8751,51,Forastero,Standard,Bio,2025-02-28
3114,11077,114,Forastero,Standard,Rainforest Alliance,2025-02-02
3115,11812,83,Forastero,Standard,Aucune,2024-09-04
3116,9770,30,Forastero,Standard,Aucune,2024-05-30
3117,9034,74,Trinitario,Standard,Aucune,2025-04-10
3118,10659,101,Forastero,Standard,Aucune,2025-01-11
3119,4835,1,Forastero,Premium,Aucune,2023-06-15
3120,2247,17,Forastero,Standard,Aucune,2025-04-26
3121,1084,46,Forastero,Premium,Rainforest Alliance,2025-11-14
3122,11251,78,Trinitario,Standard,Rainforest Alliance,2023-04-05
3123,9145,90,Forastero,Premium,Aucune,2023-02-16
3124,3794,70,Forastero,Standard,Rainforest Alliance,2024-04-12
3125,9088,91,Forastero,Standard,Rainforest Alliance,2024-11-23
3126,3761,88,Forastero,Standard,Aucune,2025-01-08
3127,6305,97,Forastero,Standard,Aucune,2023-10-12
3128,7955,51,Criollo,Standard,Bio,2024-12-01
3129,2556,77,Trinitario,Standard,Bio,2025-09-29
3130,9625,118,Forastero,Standard,Aucune,2024-07-12
3131,5863,87,Forastero,Premium,Rainforest Alliance,2025-07-28
3132,7183,38,Criollo,Premium,Aucune,2024-02-26
3133,9859,16,Forastero,Standard,Aucune,2024-02-26
3134,5498,119,Trinitario,Standard,Aucune,2023-12-21
3135,7507,102,Forastero,Premium,Aucune,2024-05-12
3136,10091,101,Trinitario,Standard,Aucune,2023-12-07
3137,10035,60,Forastero,Premium,Bio,2023-07-11
3138,11602,76,Forastero,Premium,Aucune,2024-01-27
3139,10655,93,Forastero,Premium,Fairtrade,2023-02-17
3140,10904,103,Forastero,Premium,Aucune,2023-03-10
3141,4878,48,Forastero,Standard,Aucune,2024-09-08
3142,10335,49,Forastero,Standard,UTZ,2025-05-15
3143,4772,101,Forastero,Standard,Aucune,2024-07-24
3144,10236,88,Trinitario,Standard,Aucune,2024-07-06
3145,2438,78,Trinitario,Standard,Rainforest Alliance,2023-01-14
3146,4162,3,Forastero,Standard,Aucune,2025-12-30
3147,9383,41,Trinitario,Standard,Fairtrade,2023-03-21
3148,9136,20,Forastero,Premium,Aucune,2025-09-11
3149,2758,69,Forastero,Standard,Aucune,2025-06-01
3150,7756,77,Trinitario,Premium,Bio,2024-10-26
3151,3056,96,Forastero,Standard,Aucune,2024-10-21
3152,11356,7,Forastero,Premium,Rainforest Alliance,2025-03-16
3153,7699,89,Forastero,Standard,Fairtrade,2023-08-21
3154,2434,118,Forastero,Standard,Aucune,2024-06-30
3155,471,1,Forastero,Standard,Aucune,2025-06-30
3156,4505,17,Forastero,Premium,Aucune,2024-12-06
3157,9122,60,Forastero,Standard,Bio,2024-01-11
3158,6898,101,Forastero,Standard,Aucune,2023-02-07
3159,5128,69,Forastero,Standard,Aucune,2024-05-07
3160,11042,62,Forastero,Standard,Aucune,2025-06-01
3161,3656,105,Trinitario,Standard,Bio,2024-12-05
3162,6449,69,Forastero,Standard,Aucune,2024-11-14
3163,7284,56,Forastero,Premium,Aucune,2025-10-28
3164,11060,22,Forastero,Premium,Aucune,2023-12-14
3165,4781,12,Trinitario,Standard,Fairtrade,2024-11-26
3166,7160,2,Forastero,Premium,Aucune,2023-11-17
3167,9159,79,Forastero,Standard,Aucune,2023-09-30
3168,2453,45,Forastero,Standard,Aucune,2023-05-06
3169,2440,14,Forastero,Premium,Rainforest Alliance,2025-02-03
3170,5149,83,Forastero,Premium,Aucune,2023-03-18
3171,8070,59,Forastero,Standard,Fairtrade,2025-05-03
3172,8086,105,Forastero,Standard,Bio,2025-01-25
3173,7364,27,Forastero,Standard,Fairtrade,2024-05-11
3174,5984,90,Trinitario,Premium,Aucune,2025-04-13
3175,447,28,Forastero,Premium,Bio,2023-05-27
3176,294,79,Forastero,Standard,Aucune,2023-03-08
3177,7711,48,Forastero,Standard,Aucune,2024-05-12
3178,10928,61,Forastero,Standard,Rainforest Alliance,2025-04-02
3179,5327,22,Forastero,Premium,Aucune,2025-09-22
3180,7513,114,Trinitario,Premium,Rainforest Alliance,2023-10-01
3181,651,40,Criollo,Standard,Aucune,2025-06-07
3182,477,65,Forastero,Standard,Fairtrade,2023-10-19
3183,2023,80,Forastero,Standard,Aucune,2025-01-04
3184,11514,90,Forastero,Standard,Aucune,2024-07-04
3185,4356,31,Forastero,Standard,Bio,2024-03-25
3186,8195,102,Forastero,Standard,Aucune,2024-12-23
3187,3624,85,Trinitario,Premium,Aucune,2023-12-05
3188,1634,86,Forastero,Standard,Fairtrade,2023-09-16
3189,356,46,Forastero,Premium,Rainforest Alliance,2024-01-09
3190,2630,73,Forastero,Premium,Fairtrade,2024-04-11
3191,11411,78,Forastero,Standard,Rainforest Alliance,2023-12-07
3192,4167,30,Forastero,Standard,Aucune,2023-11-24
3193,6305,97,Forastero,Standard,Aucune,2023-04-30
3194,2146,29,Forastero,Standard,Rainforest Alliance,2025-04-25
3195,9977,36,Forastero,Standard,Fairtrade,2024-05-28
3196,9429,19,Forastero,Premium,Rainforest Alliance,2024-03-02
3197,9685,63,Forastero,Standard,Fairtrade,2024-10-16
3198,6051,68,Trinitario,Standard,Rainforest Alliance,2023-05-07
3199,36,10,Forastero,Standard,Rainforest Alliance,2025-02-23
3200,11017,85,Forastero,Premium,Aucune,2025-06-16
3201,6396,22,Forastero,Standard,Aucune,2025-01-04
3202,8814,15,Trinitario,Premium,Rainforest Alliance,2023-11-27
3203,11850,41,Forastero,Standard,Fairtrade,2023-06-14
3204,3801,72,Forastero,Premium,Rainforest Alliance,2023-05-14
3205,9587,16,Trinitario,Premium,Aucune,2024-10-03
3206,8600,6,Trinitario,Standard,Aucune,2024-12-08
3207,2583,106,Forastero,Standard,Rainforest Alliance,2025-02-19
3208,9124,5,Forastero,Standard,Fairtrade,2025-12-29
3209,11332,4,Forastero,Standard,UTZ,2024-05-28
3210,6319,67,Forastero,Standard,Bio,2025-06-28
3211,11368,63,Forastero,Premium,Fairtrade,2024-09-05
3212,5664,6,Forastero,Premium,Aucune,2023-11-23
3213,1887,75,Trinitario,Standard,Aucune,2024-11-04
3214,8520,49,Forastero,Premium,UTZ,2024-12-12
3215,11470,118,Forastero,Premium,Aucune,2023-11-22
3216,11246,35,Forastero,Standard,Aucune,2023-09-19
3217,11351,115,Forastero,Standard,Aucune,2024-07-24
3218,11198,93,Trinitario,Standard,Fairtrade,2023-09-17
3219,1556,7,Trinitario,Standard,Rainforest Alliance,2025-08-22
3220,2350,49,Trinitario,Premium,UTZ,2024-12-16
3221,414,57,Forastero,Standard,Fairtrade,2024-07-18
3222,7020,87,Trinitario,Standard,Rainforest Alliance,2023-07-11
3223,5383,28,Forastero,Standard,Bio,2024-08-26
3224,993,62,Forastero,Standard,Aucune,2024-06-03
3225,1883,95,Forastero,Standard,UTZ,2023-09-17
3226,2727,54,Forastero,Standard,Fairtrade,2025-12-05
3227,8392,68,Forastero,Standard,Rainforest Alliance,2025-03-24
3228,2721,112,Trinitario,Standard,Aucune,2025-01-08
3229,6903,76,Forastero,Premium,Aucune,2024-05-09
3230,6471,119,Forastero,Standard,Aucune,2023-11-15
3231,5166,29,Forastero,Standard,Rainforest Alliance,2023-02-03
3232,1438,83,Forastero,Standard,Aucune,2024-06-20
3233,11995,119,Forastero,Standard,Aucune,2023-08-09
3234,931,74,Forastero,Standard,Aucune,2024-09-09
3235,8138,109,Forastero,Standard,Bio,2025-01-26
3236,9545,84,Forastero,Standard,Rainforest Alliance,2023-09-19
3237,9611,109,Forastero,Standard,Bio,2024-09-06
3238,5400,44,Forastero,Standard,Bio,2023-01-16
3239,11817,96,Forastero,Premium,Aucune,2025-03-06
3240,10340,33,Forastero,Premium,Rainforest Alliance,2023-05-07
3241,9572,11,Forastero,Premium,Aucune,2025-06-20
3242,5921,76,Forastero,Standard,Aucune,2025-01-07
3243,11278,8,Criollo,Premium,Aucune,2024-07-10
3244,8373,21,Trinitario,Standard,Aucune,2025-12-30
3245,6235,105,Forastero,Standard,Bio,2023-03-22
3246,2683,40,Forastero,Premium,Aucune,2025-02-16
3247,8909,76,Forastero,Premium,Aucune,2025-12-09
3248,11540,82,Forastero,Premium,Rainforest Alliance,2025-09-29
3249,2708,50,Forastero,Standard,Aucune,2025-04-30
3250,1255,6,Trinitario,Premium,Aucune,2025-07-26
3251,1100,38,Forastero,Standard,Aucune,2023-01-20
3252,3639,89,Forastero,Standard,Fairtrade,2023-10-23
3253,8999,87,Forastero,Standard,Rainforest Alliance,2023-11-25
3254,457,62,Forastero,Premium,Aucune,2023-11-17
3255,6501,117,Forastero,Standard,Fairtrade,2025-03-13
3256,7990,77,Trinitario,Standard,Bio,2025-11-11
3257,7084,68,Forastero,Premium,Rainforest Alliance,2025-04-16
3258,2327,12,Forastero,Standard,Fairtrade,2023-09-19
3259,5162,17,Forastero,Standard,Aucune,2024-01-23
3260,7668,5,Forastero,Premium,Fairtrade,2025-06-19
3261,2077,101,Forastero,Standard,Aucune,2023-10-02
3262,7864,19,Forastero,Premium,Rainforest Alliance,2025-10-12
3263,9258,107,Trinitario,Standard,Aucune,2025-01-12
3264,4380,48,Trinitario,Standard,Aucune,2025-02-25
3265,3128,64,Trinitario,Standard,Rainforest Alliance,2023-11-11
3266,11356,7,Forastero,Standard,Rainforest Alliance,2024-10-21
3267,4414,80,Forastero,Standard,Aucune,2024-11-10
3268,4722,88,Forastero,Premium,Aucune,2025-06-11
3269,8570,4,Forastero,Standard,UTZ,2023-02-13
3270,8555,118,Forastero,Standard,Aucune,2024-02-14
3271,7145,33,Forastero,Standard,Rainforest Alliance,2023-03-10
3272,7249,88,Forastero,Standard,Aucune,2023-07-31
3273,4179,49,Forastero,Standard,UTZ,2024-03-28
3274,10700,97,Trinitario,Premium,Aucune,2025-07-11
3275,2006,1,Trinitario,Standard,Aucune,2024-11-09
3276,9401,33,Trinitario,Standard,Rainforest Alliance,2024-06-09
3277,7937,100,Forastero,Premium,Aucune,2024-07-17
3278,4828,78,Forastero,Standard,Rainforest Alliance,2023-03-22
3279,8798,105,Forastero,Standard,Bio,2023-05-05
3280,794,63,Forastero,Standard,Fairtrade,2025-08-18
3281,6840,93,Forastero,Standard,Fairtrade,2025-07-09
3282,6586,47,Forastero,Standard,Aucune,2023-01-09
3283,6337,90,Forastero,Standard,Aucune,2025-01-16
3284,10167,8,Forastero,Premium,Aucune,2023-03-23
3285,11279,49,Criollo,Premium,UTZ,2025-12-02
3286,373,32,Forastero,Standard,Aucune,2025-05-30
3287,11526,41,Forastero,Premium,Fairtrade,2024-08-17
3288,3379,33,Forastero,Standard,Rainforest Alliance,2023-08-03
3289,144,25,Criollo,Premium,Aucune,2024-07-06
3290,5157,33,Trinitario,Standard,Rainforest Alliance,2025-11-18
3291,11544,100,Trinitario,Standard,Aucune,2024-07-23
3292,4963,28,Trinitario,Standard,Bio,2023-03-18
3293,2880,9,Forastero,Premium,Aucune,2024-07-01
3294,7863,21,Forastero,Standard,Aucune,2024-05-25
3295,6209,46,Forastero,Standard,Rainforest Alliance,2025-10-17
3296,6911,75,Forastero,Standard,Aucune,2023-06-09
3297,5608,86,Forastero,Standard,Fairtrade,2023-11-23
3298,11830,101,Trinitario,Standard,Aucune,2025-11-16
3299,6805,86,Forastero,Premium,Fairtrade,2025-03-13
3300,1235,78,Forastero,Standard,Rainforest Alliance,2023-12-18
3301,5923,40,Forastero,Standard,Aucune,2023-05-03
3302,7339,112,Forastero,Standard,Aucune,2025-10-21
3303,3724,63,Forastero,Standard,Fairtrade,2023-02-14
3304,778,117,Forastero,Standard,Fairtrade,2023-05-08
3305,2208,99,Forastero,Standard,Aucune,2025-09-01
3306,11883,120,Forastero,Standard,Rainforest Alliance,2023-03-18
3307,1512,19,Forastero,Standard,Rainforest Alliance,2024-07-12
3308,240,2,Forastero,Standard,Aucune,2024-12-01
3309,502,69,Forastero,Standard,Aucune,2025-09-11
3310,4544,92,Forastero,Standard,UTZ,2024-02-08
3311,10602,113,Trinitario,Premium,UTZ,2025-09-14
3312,7122,40,Trinitario,Standard,Aucune,2024-01-07
3313,5240,17,Trinitario,Standard,Aucune,2023-02-26
3314,8064,34,Forastero,Standard,Rainforest Alliance,2025-07-04
3315,5452,113,Forastero,Standard,UTZ,2023-05-28
3316,11982,111,Forastero,Premium,UTZ,2025-08-03
3317,4715,31,Forastero,Standard,Bio,2024-04-08
3318,6029,113,Trinitario,Standard,UTZ,2024-04-30
3319,7399,13,Forastero,Standard,Aucune,2024-02-09
3320,6873,31,Forastero,Standard,Bio,2025-09-07
3321,2283,26,Trinitario,Standard,UTZ,2025-05-31
3322,9278,65,Forastero,Premium,Fairtrade,2024-04-15
3323,5510,23,Forastero,Standard,Rainforest Alliance,2023-12-08
3324,7229,35,Trinitario,Standard,Aucune,2023-01-23
3325,10033,1,Forastero,Standard,Aucune,2024-01-17
3326,7875,47,Forastero,Standard,Aucune,2024-05-02
3327,11996,97,Forastero,Premium,Aucune,2023-10-16
3328,10035,60,Forastero,Standard,Bio,2023-09-07
3329,1852,6,Forastero,Standard,Aucune,2025-11-06
3330,3559,10,Forastero,Standard,Rainforest Alliance,2024-06-29
3331,7005,19,Trinitario,Premium,Rainforest Alliance,2025-09-01
3332,3232,10,Trinitario,Standard,Rainforest Alliance,2025-08-04
3333,10248,84,Trinitario,Premium,Rainforest Alliance,2025-12-14
3334,7602,28,Forastero,Premium,Bio,2023-08-27
3335,8352,61,Trinitario,Standard,Rainforest Alliance,2023-06-21
3336,7188,114,Forastero,Premium,Rainforest Alliance,2025-06-09
3337,9983,10,Trinitario,Premium,Rainforest Alliance,2025-07-20
3338,2934,89,Trinitario,Premium,Fairtrade,2023-10-11
3339,11423,7,Forastero,Standard,Rainforest Alliance,2023-02-22
3340,11698,4,Forastero,Standard,UTZ,2023-12-24
3341,308,110,Forastero,Standard,Aucune,2023-07-09
3342,8045,58,Forastero,Standard,Aucune,2025-12-24
3343,5675,117,Forastero,Standard,Fairtrade,2023-10-01
3344,5453,63,Forastero,Premium,Fairtrade,2023-01-12
3345,11253,35,Forastero,Premium,Aucune,2024-02-12
3346,6560,108,Forastero,Standard,Fairtrade,2023-07-14
3347,4891,5,Forastero,Premium,Fairtrade,2025-03-20
3348,7027,28,Forastero,Standard,Bio,2025-04-03
3349,4935,83,Trinitario,Premium,Aucune,2024-05-24
3350,8249,10,Forastero,Standard,Rainforest Alliance,2025-02-26
3351,8665,55,Forastero,Premium,UTZ,2025-08-04
3352,11280,114,Forastero,Standard,Rainforest Alliance,2024-11-04
3353,2917,117,Forastero,Premium,Fairtrade,2023-01-04
3354,6507,19,Forastero,Premium,Rainforest Alliance,2023-06-23
3355,856,116,Forastero,Premium,Aucune,2025-11-01
3356,7486,64,Forastero,Standard,Rainforest Alliance,2023-07-25
3357,2785,27,Trinitario,Standard,Fairtrade,2025-12-09
3358,6718,52,Trinitario,Standard,Fairtrade,2025-11-03
3359,11429,8,Forastero,Standard,Aucune,2025-12-28
3360,9999,96,Trinitario,Standard,Aucune,2024-10-08
3361,4725,55,Forastero,Standard,UTZ,2023-10-31
3362,3378,28,Forastero,Standard,Bio,2023-01-09
3363,243,38,Forastero,Standard,Aucune,2025-03-01
3364,757,120,Forastero,Premium,Rainforest Alliance,2025-04-14
3365,3636,54,Forastero,Standard,Fairtrade,2024-08-07
3366,1570,61,Forastero,Standard,Rainforest Alliance,2023-08-25
3367,6455,118,Forastero,Standard,Aucune,2024-11-16
3368,4336,26,Forastero,Standard,UTZ,2024-10-23
3369,8902,20,Forastero,Premium,Aucune,2025-06-23
3370,8214,80,Forastero,Standard,Aucune,2024-10-15
3371,836,97,Forastero,Standard,Aucune,2023-03-31
3372,1518,92,Forastero,Standard,UTZ,2023-12-13
3373,2143,119,Forastero,Premium,Aucune,2023-10-19
3374,1762,107,Forastero,Standard,Aucune,2025-06-04
3375,828,80,Forastero,Standard,Aucune,2025-06-25
3376,5506,117,Forastero,Premium,Fairtrade,2025-05-21
3377,11547,114,Forastero,Premium,Rainforest Alliance,2023-10-27
3378,2340,3,Forastero,Premium,Aucune,2025-06-17
3379,8318,74,Forastero,Premium,Aucune,2025-10-27
3380,8885,72,Forastero,Standard,Rainforest Alliance,2024-07-18
3381,2205,116,Trinitario,Standard,Aucune,2025-10-28
3382,5006,55,Forastero,Standard,UTZ,2025-10-07
3383,9502,10,Trinitario,Standard,Rainforest Alliance,2024-05-27
3384,9194,77,Forastero,Premium,Bio,2024-03-02
3385,6613,19,Forastero,Standard,Rainforest Alliance,2023-04-29
3386,1693,91,Trinitario,Premium,Rainforest Alliance,2025-12-02
3387,9548,81,Forastero,Standard,Fairtrade,2024-08-03
3388,11804,49,Forastero,Premium,UTZ,2025-03-12
3389,4269,116,Forastero,Premium,Aucune,2023-05-29
3390,9588,19,Trinitario,Standard,Rainforest Alliance,2024-12-21
3391,10669,105,Forastero,Premium,Bio,2023-03-11
3392,10243,80,Forastero,Standard,Aucune,2024-03-01
3393,3505,16,Forastero,Standard,Aucune,2023-08-13
3394,2265,113,Forastero,Premium,UTZ,2023-06-08
3395,5332,61,Forastero,Standard,Rainforest Alliance,2025-08-13
3396,8951,61,Trinitario,Premium,Rainforest Alliance,2023-03-03
3397,9710,93,Forastero,Standard,Fairtrade,2025-10-11
3398,1562,60,Forastero,Standard,Bio,2023-12-30
3399,11054,96,Forastero,Standard,Aucune,2024-06-16
3400,10633,81,Trinitario,Standard,Fairtrade,2024-12-19
3401,3016,115,Forastero,Standard,Aucune,2024-08-27
3402,1481,91,Forastero,Standard,Rainforest Alliance,2024-01-23
3403,11094,3,Forastero,Premium,Aucune,2024-01-20
3404,4792,71,Forastero,Premium,Aucune,2024-04-17
3405,692,24,Forastero,Standard,Rainforest Alliance,2024-03-24
3406,10621,78,Forastero,Standard,Rainforest Alliance,2025-01-06
3407,1113,83,Forastero,Standard,Aucune,2025-03-20
3408,601,20,Trinitario,Standard,Aucune,2025-08-02
3409,1591,13,Forastero,Premium,Aucune,2024-12-16
3410,3999,49,Forastero,Standard,UTZ,2024-08-02
3411,936,21,Forastero,Standard,Aucune,2025-11-30
3412,6442,96,Trinitario,Standard,Aucune,2025-08-08
3413,4685,43,Trinitario,Standard,Aucune,2025-01-29
3414,6867,84,Forastero,Standard,Rainforest Alliance,2024-08-29
3415,9430,109,Forastero,Standard,Bio,2023-05-23
3416,216,21,Trinitario,Premium,Aucune,2024-03-13
3417,6755,32,Forastero,Standard,Aucune,2024-12-26
3418,11972,33,Forastero,Standard,Rainforest Alliance,2023-06-25
3419,7145,33,Forastero,Standard,Rainforest Alliance,2024-09-04
3420,257,65,Trinitario,Standard,Fairtrade,2023-06-13
3421,4504,28,Forastero,Standard,Bio,2025-10-06
3422,9134,40,Trinitario,Standard,Aucune,2025-12-03
3423,4119,25,Forastero,Standard,Aucune,2023-02-17
3424,10757,2,Forastero,Standard,Aucune,2024-10-13
3425,11669,38,Forastero,Premium,Aucune,2023-06-29
3426,9273,65,Trinitario,Standard,Fairtrade,2025-04-29
3427,11212,102,Forastero,Standard,Aucune,2023-08-10
3428,1770,2,Forastero,Standard,Aucune,2024-05-02
3429,6591,72,Forastero,Standard,Rainforest Alliance,2024-01-16
3430,3260,49,Forastero,Premium,UTZ,2023-04-28
3431,2763,31,Forastero,Standard,Bio,2023-09-23
3432,7951,96,Trinitario,Standard,Aucune,2024-10-20
3433,5441,53,Forastero,Standard,Fairtrade,2025-01-04
3434,878,63,Forastero,Standard,Fairtrade,2024-06-17
3435,3074,99,Forastero,Standard,Aucune,2024-03-18
3436,5950,84,Forastero,Standard,Rainforest Alliance,2024-05-24
3437,1579,46,Forastero,Premium,Rainforest Alliance,2025-02-08
3438,4761,74,Trinitario,Premium,Aucune,2023-03-20
3439,8740,1,Forastero,Premium,Aucune,2025-01-10
3440,11996,97,Forastero,Premium,Aucune,2023-10-02
3441,4896,104,Trinitario,Premium,Fairtrade,2024-05-23
3442,6429,31,Forastero,Standard,Bio,2024-12-23
3443,4149,65,Forastero,Standard,Fairtrade,2025-07-10
3444,7052,19,Forastero,Standard,Rainforest Alliance,2025-03-25
3445,8953,55,Forastero,Standard,UTZ,2025-02-23
3446,5974,110,Forastero,Premium,Aucune,2024-05-22
3447,8583,82,Forastero,Standard,Rainforest Alliance,2025-05-19
3448,228,59,Forastero,Standard,Fairtrade,2025-08-29
3449,590,102,Forastero,Standard,Aucune,2025-04-23
3450,8510,50,Forastero,Standard,Aucune,2023-03-31
3451,8124,10,Forastero,Standard,Rainforest Alliance,2025-01-07
3452,9897,53,Forastero,Premium,Fairtrade,2025-09-19
3453,11645,29,Forastero,Standard,Rainforest Alliance,2023-03-10
3454,4049,110,Forastero,Standard,Aucune,2024-08-14
3455,7050,120,Forastero,Premium,Rainforest Alliance,2023-05-30
3456,3706,4,Forastero,Standard,UTZ,2024-06-06
3457,6453,85,Forastero,Standard,Aucune,2024-03-16
3458,5965,91,Forastero,Premium,Rainforest Alliance,2024-07-07
3459,11035,19,Forastero,Premium,Rainforest Alliance,2023-05-30
3460,3754,108,Trinitario,Standard,Fairtrade,2024-10-16
3461,2949,108,Forastero,Standard,Fairtrade,2025-09-15
3462,4704,88,Forastero,Standard,Aucune,2024-05-30
3463,7178,95,Forastero,Premium,UTZ,2024-07-18
3464,10134,22,Forastero,Standard,Aucune,2023-12-11
3465,8461,81,Trinitario,Premium,Fairtrade,2025-04-01
3466,4831,84,Trinitario,Standard,Rainforest Alliance,2024-07-12
3467,5699,50,Trinitario,Standard,Aucune,2023-09-02
3468,7906,47,Forastero,Standard,Aucune,2025-10-26
3469,92,114,Trinitario,Standard,Rainforest Alliance,2024-05-13
3470,7408,27,Forastero,Premium,Fairtrade,2023-02-05
3471,11509,86,Forastero,Standard,Fairtrade,2023-07-28
3472,694,58,Forastero,Premium,Aucune,2023-09-16
3473,10677,7,Forastero,Standard,Rainforest Alliance,2025-12-28
3474,9875,65,Forastero,Standard,Fairtrade,2025-03-10
3475,9499,55,Forastero,Standard,UTZ,2025-10-07
3476,2798,79,Forastero,Standard,Aucune,2025-04-14
3477,5656,52,Forastero,Premium,Fairtrade,2025-08-30
3478,4309,94,Forastero,Standard,Rainforest Alliance,2024-09-19
3479,5252,83,Forastero,Standard,Aucune,2023-06-22
3480,2552,42,Forastero,Standard,UTZ,2024-11-04
3481,11545,46,Forastero,Premium,Rainforest Alliance,2024-08-25
3482,202,73,Forastero,Standard,Fairtrade,2025-12-29
3483,487,100,Forastero,Premium,Aucune,2023-12-19
3484,8382,38,Forastero,Standard,Aucune,2023-03-29
3485,7431,92,Forastero,Standard,UTZ,2025-07-01
3486,1461,110,Trinitario,Standard,Aucune,2023-08-19
3487,9780,95,Forastero,Standard,UTZ,2023-01-24
3488,7406,45,Forastero,Standard,Aucune,2025-01-25
3489,9699,69,Trinitario,Standard,Aucune,2023-12-25
3490,5144,65,Forastero,Standard,Fairtrade,2023-01-09
3491,7623,60,Forastero,Premium,Bio,2025-05-23
3492,962,83,Forastero,Standard,Aucune,2023-07-20
3493,5927,18,Forastero,Premium,Rainforest Alliance,2024-10-10
3494,558,64,Forastero,Standard,Rainforest Alliance,2024-08-30
3495,2779,56,Forastero,Standard,Aucune,2023-06-13
3496,624,34,Forastero,Standard,Rainforest Alliance,2025-09-24
3497,11857,87,Trinitario,Standard,Rainforest Alliance,2024-03-25
3498,9530,39,Forastero,Standard,UTZ,2024-06-30
3499,8636,32,Forastero,Standard,Aucune,2023-05-04
3500,8942,117,Trinitario,Standard,Fairtrade,2025-10-10
3501,4340,113,Forastero,Standard,UTZ,2023-12-25
3502,4838,109,Forastero,Premium,Bio,2024-08-27
3503,8890,45,Forastero,Standard,Aucune,2023-12-29
3504,6785,72,Forastero,Premium,Rainforest Alliance,2024-04-18
3505,9043,80,Forastero,Standard,Aucune,2025-01-17
3506,8276,24,Trinitario,Premium,Rainforest Alliance,2023-09-28
3507,10195,36,Forastero,Standard,Fairtrade,2025-05-20
3508,3514,73,Forastero,Premium,Fairtrade,2024-05-13
3509,11290,46,Forastero,Premium,Rainforest Alliance,2024-03-02
3510,10607,11,Forastero,Standard,Aucune,2025-12-15
3511,6339,7,Forastero,Premium,Rainforest Alliance,2023-07-16
3512,11654,87,Forastero,Standard,Rainforest Alliance,2024-01-31
3513,11449,38,Forastero,Premium,Aucune,2024-06-11
3514,6673,75,Trinitario,Premium,Aucune,2023-07-01
3515,10691,61,Trinitario,Premium,Rainforest Alliance,2025-02-08
3516,3046,22,Criollo,Premium,Aucune,2023-02-16
3517,9449,83,Trinitario,Standard,Aucune,2025-11-18
3518,11884,19,Forastero,Standard,Rainforest Alliance,2023-10-07
3519,6381,58,Forastero,Standard,Aucune,2024-04-05
3520,3845,76,Forastero,Standard,Aucune,2024-08-19
3521,10755,74,Trinitario,Standard,Aucune,2025-10-07
3522,7903,116,Forastero,Standard,Aucune,2023-09-09
3523,10941,60,Forastero,Standard,Bio,2023-12-31
3524,4978,35,Forastero,Standard,Aucune,2024-02-07
3525,2027,13,Forastero,Standard,Aucune,2024-05-06
3526,4256,72,Forastero,Standard,Rainforest Alliance,2025-12-08
3527,10530,26,Forastero,Standard,UTZ,2024-07-25
3528,683,57,Trinitario,Standard,Fairtrade,2025-12-09
3529,4658,29,Forastero,Standard,Rainforest Alliance,2023-04-02
3530,7887,38,Forastero,Standard,Aucune,2025-10-07
3531,11748,13,Forastero,Standard,Aucune,2025-09-26
3532,10339,100,Forastero,Standard,Aucune,2024-06-05
3533,5854,44,Forastero,Premium,Bio,2024-04-05
3534,5178,53,Forastero,Premium,Fairtrade,2025-03-25
3535,248,101,Forastero,Standard,Aucune,2024-09-27
3536,7557,87,Forastero,Premium,Rainforest Alliance,2025-01-24
3537,5509,12,Forastero,Premium,Fairtrade,2023-06-09
3538,5907,34,Forastero,Premium,Rainforest Alliance,2024-05-04
3539,10403,50,Forastero,Standard,Aucune,2023-08-16
3540,4495,71,Trinitario,Standard,Aucune,2024-01-23
3541,8700,19,Forastero,Premium,Rainforest Alliance,2023-02-22
3542,2893,35,Trinitario,Premium,Aucune,2023-07-27
3543,7984,23,Forastero,Standard,Rainforest Alliance,2025-11-18
3544,3086,33,Forastero,Premium,Rainforest Alliance,2025-05-23
3545,2368,105,Forastero,Premium,Bio,2024-10-21
3546,3853,41,Forastero,Standard,Fairtrade,2023-06-26
3547,10129,103,Forastero,Standard,Aucune,2023-12-31
3548,9762,115,Forastero,Premium,Aucune,2024-08-27
3549,3766,72,Forastero,Standard,Rainforest Alliance,2024-06-11
3550,1304,2,Forastero,Standard,Aucune,2025-09-21
3551,9418,84,Forastero,Standard,Rainforest Alliance,2025-07-02
3552,1617,3,Forastero,Standard,Aucune,2025-11-10
3553,8471,14,Forastero,Premium,Rainforest Alliance,2024-01-07
3554,9214,69,Forastero,Premium,Aucune,2025-06-02
3555,1372,60,Forastero,Premium,Bio,2023-01-23
